EVENT_TIME,EVENT_ID,CHANNEL,CHALLENGE_RESULT,USER_ID,IP_ADDRESS,ISP,USER_COUNTRY,PAYEE_ID,PAYEE_COUNTRY,AMOUNT,IS_FRAUD
20160802 11:54,827,MOBILE-APP,Y,user685,14.59.212.30,ISP4,PNG,payee37,TON,900,G
20160802 12:03,828,MOBILE-BROWSER,Y,user852,117.109.255.24,ISP12,PRY,payee26,TLS,70,G
20160802 12:05,829,WEB,Y,user405,198.79.16.9,ISP8,PER,payee5,USA,1000,G
20160802 12:06,830,MOBILE-APP,N,user192,187.41.93.64,ISP20,NGA,payee89,USA,800,F
20160802 12:09,831,MOBILE-APP,Y,user246,21.247.160.17,ISP23,PHL,payee92,TKL,50,G
20160802 12:14,832,WEB,Y,user170,221.5.17.99,ISP25,PCN,payee26,TJK,60,G
20160802 12:16,833,MOBILE-APP,N,user106,212.195.112.30,ISP7,NIU,payee92,URY,30000,F
20160802 12:17,834,MOBILE-APP,Y,user229,212.195.145.238,ISP5,PRK,payee26,UKR,2000,F
20160802 12:22,835,MOBILE-BROWSER,Y,user215,235.136.153.98,ISP2,USA,payee67,THA,7000,G
20160802 12:23,836,MOBILE-BROWSER,Y,user7,166.138.169.19,ISP28,COL,payee95,TGO,900,G
20160802 12:25,837,MOBILE-BROWSER,Y,user273,82.49.70.133,ISP30,USA,payee1,ZAF,9000,G
20160802 12:28,838,WEB,Y,user328,17.53.205.152,ISP21,GBR,payee2,CHN,6000,G
20160802 12:43,839,WEB,Y,user20,241.152.118.11,ISP8,CHN,payee12,NGA,500,G
20160802 12:45,840,WEB,Y,user762,2.120.20.220,ISP29,NLD,payee23,WSM,4000,G
20160802 12:48,841,MOBILE-APP,Y,user50,80.167.157.217,ISP28,ARG,payee17,NGA,5000,G
20160802 12:50,842,MOBILE-BROWSER,Y,user729,217.185.203.211,ISP9,ISL,payee89,VUT,70000,G
20160802 12:52,843,WEB,Y,user311,59.235.169.90,ISP23,ITA,payee76,CHN,2,G
20160802 12:54,844,WEB,Y,user501,22.92.68.212,ISP30,DEU,payee40,RUS,300,G
20160802 13:00,845,MOBILE-BROWSER,Y,user654,128.241.186.122,ISP12,MAC,payee11,NGA,600,G
20160802 13:03,846,MOBILE-APP,Y,user649,4.238.227.21,ISP27,NCL,payee5,CHN,20000,G
20160802 13:03,847,MOBILE-APP,Y,user349,210.62.13.184,ISP8,NZL,payee80,VCT,100000,G
20160802 13:15,848,WEB,Y,user801,27.208.119.167,ISP13,USA,payee17,VAT,3000,G
20160802 13:25,849,MOBILE-APP,Y,user288,183.134.67.129,ISP2,USA,payee47,UZB,10,G
20160802 13:29,850,MOBILE-APP,Y,user827,147.238.78.107,ISP6,NGA,payee15,USA,7,G
20160802 13:34,851,MOBILE-BROWSER,Y,user532,3.92.31.196,ISP22,NIU,payee84,URY,100,G
20160802 13:34,852,MOBILE-APP,Y,user831,15.93.4.5,ISP22,USA,payee99,UKR,2000,G
20160802 13:35,853,WEB,Y,user812,106.87.63.63,ISP18,MNP,payee2,UGA,8000,G
20160802 13:39,854,MOBILE-BROWSER,Y,user241,90.27.58.102,ISP16,CHN,payee87,TZA,500,G
20160802 13:39,855,MOBILE-BROWSER,Y,user161,232.224.191.151,ISP1,MNP,payee34,UGA,10,F
20160802 13:44,856,MOBILE-APP,Y,user441,167.205.32.154,ISP16,OMN,payee50,TWN,8,G
20160802 13:45,857,MOBILE-BROWSER,Y,user177,95.124.221.149,ISP9,PAK,payee6,RUS,5,G
20160802 13:46,858,MOBILE-APP,Y,user425,91.111.75.72,ISP19,USA,payee10,USA,700,G
20160802 13:46,859,MOBILE-APP,Y,user124,37.203.225.141,ISP26,PSE,payee81,TUN,700,G
20160802 13:50,860,MOBILE-BROWSER,Y,user738,100.191.22.78,ISP11,USA,payee26,TTO,10,G
20160802 13:52,861,MOBILE-BROWSER,Y,user353,21.131.226.95,ISP15,PNG,payee90,TON,6,G
20160802 13:53,862,WEB,Y,user235,197.251.88.223,ISP21,USA,payee49,TLS,60,G
20160802 13:58,863,MOBILE-APP,Y,user821,36.39.53.60,ISP9,USA,payee64,TKM,9,G
20160802 14:01,864,WEB,Y,user386,226.17.79.55,ISP5,PHL,payee16,TKL,60000,G
20160802 14:02,865,WEB,Y,user197,223.96.80.205,ISP10,NOR,payee31,TZA,1000,F
20160802 14:06,866,MOBILE-APP,Y,user290,186.60.250.118,ISP14,USA,payee54,CHN,4,G
20160802 14:06,867,WEB,N,user326,115.196.66.209,ISP2,POL,payee35,THA,80000,G
20160802 14:08,868,WEB,N,user145,137.217.52.54,ISP15,USA,payee8,TGO,8,G
20160802 14:09,869,MOBILE-BROWSER,N,user597,98.180.28.233,ISP11,USA,payee17,WSM,600,G
20160802 14:12,870,MOBILE-BROWSER,Y,user8,140.231.26.48,ISP24,GBR,payee56,WLF,200,G
20160802 14:14,871,MOBILE-APP,N,user780,109.144.115.135,ISP29,CHN,payee2,VUT,4,G
20160802 14:15,872,WEB,N,user688,169.161.169.196,ISP6,NLD,payee79,CHN,10,G
20160802 14:16,873,WEB,N,user470,252.97.14.163,ISP29,ARG,payee46,RUS,3,G
20160802 14:18,874,MOBILE-BROWSER,N,user235,39.5.70.145,ISP14,ISL,payee30,NGA,6,G
20160802 14:19,875,MOBILE-APP,N,user2,187.144.140.37,ISP25,CHN,payee13,VEN,50000,G
20160802 14:20,876,MOBILE-BROWSER,N,user501,247.178.103.4,ISP29,NLD,payee57,VCT,90000,G
20160802 14:21,877,WEB,N,user329,31.82.40.167,ISP20,MAC,payee34,RUS,70,G
20160802 14:21,878,MOBILE-APP,N,user788,54.128.194.42,ISP24,NCL,payee85,UZB,9,G
20160802 14:22,879,MOBILE-APP,N,user28,168.118.250.135,ISP22,USA,payee11,ZAF,8,G
20160802 14:24,880,WEB,N,user320,62.223.111.194,ISP30,GBR,payee6,YEM,900,G
20160802 14:25,881,WEB,N,user389,210.137.180.183,ISP14,CHN,payee24,XKX,9,G
20160802 14:29,882,MOBILE-BROWSER,Y,user446,98.170.170.171,ISP12,NLD,payee93,WSM,10,G
20160802 14:33,883,WEB,N,user106,47.229.155.56,ISP28,OMN,payee34,TWN,10,F
20160802 14:36,884,MOBILE-BROWSER,Y,user102,49.101.166.197,ISP25,PAK,payee9,TUV,900,F
20160802 14:38,885,WEB,N,user787,85.164.134.113,ISP25,ARG,payee27,NGA,60000,G
20160802 14:39,886,MOBILE-APP,N,user311,226.123.109.97,ISP21,ISL,payee21,USA,30000,G
20160802 14:40,887,MOBILE-BROWSER,N,user405,230.145.121.10,ISP28,ITA,payee26,CHN,40,G
20160802 14:42,888,WEB,N,user124,91.191.232.39,ISP25,DEU,payee2,RUS,1000,G
20160802 14:43,889,MOBILE-APP,Y,user317,32.130.176.150,ISP21,USA,payee61,NGA,100000,G
20160802 14:43,890,MOBILE-APP,N,user290,57.233.5.87,ISP28,NCL,payee86,USA,70,G
20160802 14:45,891,WEB,N,user215,71.43.146.237,ISP20,NZL,payee50,VCT,4000,G
20160802 14:49,892,MOBILE-APP,Y,user464,93.120.195.175,ISP7,NIC,payee5,CHN,90,G
20160802 14:49,893,MOBILE-BROWSER,Y,user139,219.47.131.129,ISP3,CHN,payee15,CHN,30,F
20160802 14:51,894,WEB,Y,user381,65.44.236.159,ISP9,USA,payee79,CHN,50,G
20160802 14:54,895,MOBILE-BROWSER,N,user273,201.183.42.53,ISP11,NGA,payee83,USA,10000,G
20160802 14:56,896,MOBILE-APP,N,user120,198.98.84.85,ISP11,NIU,payee17,URY,4,G
20160802 14:56,897,MOBILE-APP,N,user382,232.122.4.220,ISP4,PRK,payee75,UKR,5000,G
20160802 15:00,898,MOBILE-BROWSER,Y,user85,157.20.39.114,ISP20,USA,payee67,UGA,80,G
20160802 15:02,899,WEB,N,user386,61.60.119.104,ISP19,USA,payee89,TZA,20000,G
20160802 15:07,900,MOBILE-BROWSER,N,user137,212.195.197.120,ISP14,GBR,payee17,TWN,600,G
20160802 15:08,901,MOBILE-APP,N,user502,96.210.55.128,ISP6,PAK,payee19,TUV,5000,G
20160802 15:09,902,MOBILE-BROWSER,N,user570,200.20.32.16,ISP8,PLW,payee20,RUS,80000,G
20160802 15:13,903,WEB,N,user870,38.111.163.85,ISP20,PSE,payee72,TUN,400,G
20160802 15:13,904,MOBILE-APP,Y,user71,85.52.247.28,ISP5,PAN,payee57,TTO,1,G
20160802 15:14,905,MOBILE-BROWSER,N,user777,153.153.153.78,ISP24,CHN,payee2,TON,50,G
20160802 15:19,906,MOBILE-BROWSER,N,user717,115.167.86.150,ISP18,PRY,payee25,NGA,20,G
20160802 15:19,907,WEB,N,user831,72.152.239.175,ISP26,PER,payee10,TKM,5,G
20160802 15:24,908,WEB,N,user241,119.50.13.218,ISP23,USA,payee77,TKL,60,G
20160802 15:24,909,MOBILE-BROWSER,N,user282,127.167.115.143,ISP2,USA,payee92,TJK,10,G
20160802 15:25,910,MOBILE-APP,Y,user871,179.89.115.211,ISP19,USA,payee40,THA,10,G
20160802 15:28,911,MOBILE-APP,Y,user335,53.44.88.55,ISP16,COL,payee33,TGO,9000,G
20160802 15:30,912,MOBILE-APP,N,user685,59.235.169.90,ISP9,USA,payee90,ZAF,800,G
20160802 15:42,913,WEB,Y,user775,249.231.102.124,ISP23,GBR,payee5,YEM,100000,G
20160802 15:44,914,MOBILE-APP,N,user78,191.189.123.130,ISP25,CHN,payee55,XKX,8000,G
20160802 15:45,915,MOBILE-APP,N,user634,146.50.229.200,ISP2,NLD,payee37,WSM,30,G
20160802 15:52,916,MOBILE-BROWSER,N,user40,65.111.247.30,ISP14,ARG,payee84,CHN,20,G
20160802 15:52,917,MOBILE-APP,N,user738,23.93.142.40,ISP16,ISL,payee68,CHN,6,G
20160802 15:53,918,MOBILE-APP,N,user288,172.201.196.37,ISP18,ITA,payee26,CHN,6,G
20160802 16:01,919,MOBILE-BROWSER,N,user827,39.134.72.228,ISP1,CHN,payee2,RUS,2000,G
20160802 16:04,920,MOBILE-APP,Y,user213,45.229.219.63,ISP8,MAC,payee63,NGA,40,G
20160802 16:10,921,MOBILE-BROWSER,Y,user789,11.210.110.255,ISP18,NCL,payee87,RUS,20,G
20160802 16:15,922,WEB,Y,user852,217.0.132.208,ISP15,NZL,payee49,CHN,10,G
20160802 16:15,923,WEB,Y,user791,250.229.176.3,ISP23,USA,payee99,VAT,40000,G
20160802 16:15,924,MOBILE-APP,N,user98,212.195.16.184,ISP23,PSE,payee96,TUN,3,F
20160802 16:20,925,WEB,Y,user377,40.163.31.38,ISP19,NER,payee98,NGA,3,G
20160802 16:20,926,MOBILE-BROWSER,Y,user194,214.200.180.209,ISP5,NGA,payee14,USA,9000,G
20160802 16:20,927,MOBILE-APP,Y,user263,46.107.13.93,ISP30,CHN,payee88,CHN,4000,F
20160802 16:28,928,MOBILE-BROWSER,Y,user702,246.70.54.135,ISP8,NIU,payee15,URY,3,G
20160802 16:28,929,MOBILE-BROWSER,Y,user254,39.24.178.137,ISP26,PRK,payee51,UKR,40000,G
20160802 16:31,930,WEB,Y,user125,75.55.172.230,ISP13,USA,payee13,UGA,600,G
20160802 16:32,931,WEB,Y,user773,80.177.4.236,ISP2,USA,payee17,TZA,600,G
20160802 16:36,932,MOBILE-BROWSER,Y,user90,4.56.221.30,ISP9,OMN,payee70,TWN,90000,G
20160802 16:43,933,MOBILE-APP,Y,user50,213.216.68.92,ISP9,PAK,payee2,TUV,8000,G
20160802 16:44,934,MOBILE-BROWSER,Y,user758,244.55.80.149,ISP16,PLW,payee31,TUR,60000,G
20160802 16:44,935,MOBILE-BROWSER,Y,user604,115.231.64.177,ISP24,PSE,payee80,RUS,9,G
20160802 16:46,936,MOBILE-BROWSER,Y,user177,155.33.123.229,ISP23,PAN,payee8,TTO,30000,G
20160802 16:48,937,MOBILE-BROWSER,Y,user682,46.50.118.89,ISP1,PNG,payee35,TON,100,G
20160802 16:48,938,MOBILE-APP,Y,user75,116.192.141.0,ISP20,CHN,payee69,USA,100,G
20160802 16:49,939,WEB,Y,user61,199.219.78.181,ISP30,PER,payee2,TKM,7,G
20160802 16:51,940,MOBILE-BROWSER,Y,user253,155.197.174.93,ISP22,CHN,payee26,TKL,30,G
20160802 16:52,941,WEB,Y,user349,201.232.144.153,ISP12,PCN,payee2,TJK,200,G
20160802 16:55,942,WEB,Y,user170,44.166.213.203,ISP16,POL,payee5,THA,600,G
20160802 16:59,943,MOBILE-APP,Y,user812,227.61.212.168,ISP29,CHN,payee28,TGO,700,G
20160802 16:59,944,WEB,Y,user65,41.14.174.7,ISP27,USA,payee53,ZAF,60,G
20160802 17:01,945,WEB,Y,user605,116.234.200.218,ISP13,GBR,payee88,YEM,8,G
20160802 17:06,946,MOBILE-APP,Y,user323,22.39.184.126,ISP21,CHN,payee39,XKX,4000,G
20160802 17:12,947,WEB,Y,user62,144.7.252.83,ISP6,NLD,payee59,WSM,80000,G
20160802 17:13,948,WEB,Y,user448,42.20.41.86,ISP11,ARG,payee26,NGA,500,G
20160802 17:17,949,MOBILE-BROWSER,Y,user136,242.153.212.153,ISP6,ISL,payee78,CHN,3000,G
20160802 17:18,950,WEB,Y,user895,219.80.106.169,ISP18,USA,payee58,CHN,300,G
20160802 17:18,951,WEB,Y,user654,29.30.164.118,ISP21,USA,payee85,RUS,70,G
20160802 17:20,952,MOBILE-APP,Y,user226,156.19.189.181,ISP20,CHN,payee46,NGA,10,G
20160802 17:22,953,MOBILE-APP,Y,user622,72.87.29.246,ISP2,CHN,payee45,VEN,10,G
20160802 17:24,954,WEB,Y,user427,41.35.206.193,ISP7,CHN,payee52,VCT,2,G
20160802 17:26,955,MOBILE-APP,Y,user318,1.129.116.204,ISP4,CHN,payee17,VAT,2000,G
20160802 17:28,956,MOBILE-APP,Y,user541,97.165.158.98,ISP9,NER,payee1,UZB,10,G
20160802 17:34,957,MOBILE-BROWSER,Y,user287,96.150.143.214,ISP1,NGA,payee54,USA,20000,G
20160802 17:42,958,MOBILE-APP,Y,user91,14.114.165.187,ISP9,USA,payee94,URY,7000,G
20160802 17:43,959,MOBILE-APP,Y,user231,28.240.43.119,ISP10,PRK,payee29,UKR,400,G
20160802 17:46,960,WEB,Y,user469,7.58.210.119,ISP1,USA,payee2,UGA,500,G
20160802 17:46,961,MOBILE-BROWSER,Y,user155,129.93.129.192,ISP21,NOR,payee2,TZA,50000,G
20160802 17:47,962,MOBILE-APP,Y,user438,29.175.84.124,ISP25,CHN,payee56,TWN,4,G
20160802 17:51,963,MOBILE-APP,Y,user307,43.82.127.201,ISP28,PAK,payee73,TUV,50000,G
20160802 17:53,964,MOBILE-APP,Y,user303,63.32.50.195,ISP19,PLW,payee91,TUR,10000,G
20160802 17:54,965,MOBILE-BROWSER,Y,user209,15.22.39.130,ISP30,PSE,payee32,USA,700,G
20160802 17:55,966,WEB,Y,user796,143.161.188.14,ISP4,PAN,payee12,RUS,1000,G
20160802 17:55,967,MOBILE-BROWSER,Y,user205,127.237.2.176,ISP18,PNG,payee5,TON,60000,F
20160802 17:56,968,WEB,Y,user22,220.4.41.93,ISP6,PNG,payee18,TON,900,G
20160802 17:57,969,MOBILE-APP,Y,user259,187.90.159.236,ISP13,PRY,payee9,TLS,70000,G
20160802 17:58,970,MOBILE-APP,Y,user266,131.33.41.139,ISP7,PER,payee34,TKM,1,G
20160802 17:59,971,MOBILE-BROWSER,Y,user753,243.154.54.185,ISP14,PHL,payee23,TKL,200,G
20160802 18:03,972,MOBILE-BROWSER,Y,user746,210.190.65.49,ISP1,PCN,payee65,TJK,80,G
20160802 18:04,973,MOBILE-APP,Y,user425,163.155.72.17,ISP4,POL,payee43,THA,90000,G
20160802 18:08,974,WEB,Y,user309,10.13.225.23,ISP11,COL,payee66,RUS,8,G
20160802 18:21,975,MOBILE-APP,Y,user487,181.8.156.72,ISP24,USA,payee26,WSM,7000,G
20160802 18:22,976,MOBILE-BROWSER,Y,user887,165.58.83.25,ISP4,GBR,payee71,WLF,800,G
20160802 18:22,977,MOBILE-BROWSER,Y,user867,125.136.85.138,ISP11,CHN,payee36,VUT,9,G
20160802 18:30,978,MOBILE-BROWSER,Y,user532,219.80.106.169,ISP30,NLD,payee82,CHN,5,G
20160802 18:30,979,WEB,Y,user750,225.0.156.13,ISP28,ARG,payee41,RUS,6000,G
20160802 18:32,980,WEB,Y,user792,107.174.242.37,ISP20,ISL,payee62,NGA,6000,G
20160802 18:32,981,WEB,Y,user418,203.235.235.8,ISP16,ITA,payee16,VEN,7,G
20160802 18:36,982,MOBILE-APP,Y,user328,186.203.81.236,ISP11,DEU,payee17,USA,90,G
20160802 18:39,983,WEB,Y,user264,187.171.116.220,ISP2,MAC,payee2,NGA,300,G
20160802 18:39,984,MOBILE-BROWSER,Y,user889,247.91.209.185,ISP25,NCL,payee2,USA,70000,G
20160802 18:42,985,WEB,Y,user7,36.130.25.220,ISP7,USA,payee34,ZAF,9000,G
20160802 18:43,986,MOBILE-BROWSER,Y,user441,176.128.244.189,ISP14,GBR,payee2,YEM,4000,G
20160802 18:53,987,MOBILE-BROWSER,Y,user649,125.69.58.148,ISP19,CHN,payee15,XKX,600,G
20160802 18:55,988,WEB,Y,user96,126.214.184.217,ISP28,PRY,payee2,TLS,600,F
20160802 18:58,989,MOBILE-APP,Y,user246,148.130.11.30,ISP26,NLD,payee8,NGA,40000,G
20160802 18:58,990,MOBILE-BROWSER,N,user1,137.234.216.66,ISP25,PER,payee80,TKM,100000,F
20160802 19:01,991,MOBILE-BROWSER,N,user753,63.245.99.133,ISP29,ARG,payee83,CHN,20,G
20160802 19:06,992,MOBILE-APP,N,user231,207.214.135.195,ISP15,ISL,payee32,VUT,30,G
20160802 19:07,993,MOBILE-APP,Y,user831,115.160.144.170,ISP7,ITA,payee53,CHN,9,G
20160802 19:08,994,MOBILE-APP,N,user377,21.131.226.95,ISP16,DEU,payee28,RUS,3000,G
20160802 19:12,995,MOBILE-BROWSER,Y,user870,230.175.109.14,ISP21,MAC,payee81,NGA,2000,G
20160802 19:12,996,MOBILE-APP,N,user464,231.26.149.35,ISP1,NCL,payee56,CHN,40,G
20160802 19:14,997,MOBILE-APP,N,user702,255.101.138.49,ISP9,USA,payee65,VCT,5,G
20160802 19:15,998,MOBILE-BROWSER,N,user427,204.86.234.82,ISP14,NIC,payee7,VAT,10,G
20160802 19:15,999,MOBILE-APP,Y,user193,214.127.35.96,ISP11,PHL,payee81,TKL,3,F
20160802 19:19,1000,MOBILE-APP,N,user469,218.154.108.22,ISP15,NER,payee12,UZB,7000,G
20160802 19:23,1001,WEB,Y,user78,126.35.47.25,ISP7,NGA,payee66,USA,8000,G
20160802 19:23,1002,WEB,N,user90,200.9.158.100,ISP12,NIU,payee82,USA,5000,G
20160802 19:24,1003,MOBILE-BROWSER,N,user309,231.26.80.47,ISP28,PRK,payee100,USA,10,G
20160802 19:25,1004,MOBILE-APP,N,user349,185.48.0.34,ISP4,MNP,payee40,USA,3,G
20160802 19:30,1005,MOBILE-APP,N,user307,254.48.132.218,ISP15,NOR,payee73,TZA,600,G
20160802 19:31,1006,MOBILE-BROWSER,Y,user570,50.79.98.136,ISP12,OMN,payee62,TWN,90000,G
20160802 19:32,1007,WEB,N,user209,95.42.106.58,ISP7,NLD,payee26,TUV,40,G
20160802 19:32,1008,MOBILE-APP,N,user194,194.103.209.128,ISP26,CHN,payee2,TUR,2000,G
20160802 19:37,1009,WEB,Y,user42,119.250.176.199,ISP26,USA,payee85,NGA,500,F
20160802 19:38,1010,WEB,N,user871,137.125.145.229,ISP13,CHN,payee37,TUN,1,G
20160802 19:46,1011,MOBILE-BROWSER,Y,user1,90.107.149.242,ISP12,POL,payee12,THA,40000,F
20160802 19:52,1012,MOBILE-APP,N,user532,63.160.193.206,ISP9,PAN,payee61,TTO,30000,G
20160802 19:55,1013,MOBILE-BROWSER,N,user812,206.50.15.250,ISP13,PNG,payee17,TON,800,G
20160802 19:56,1014,MOBILE-APP,Y,user386,209.23.126.71,ISP8,PRY,payee92,TLS,500,G
20160802 20:00,1015,WEB,N,user789,94.124.87.55,ISP26,CHN,payee4,TKM,30000,G
20160802 20:06,1016,WEB,Y,user142,212.195.166.7,ISP7,COL,payee41,TGO,90000,F
20160802 20:10,1017,MOBILE-APP,N,user22,74.24.85.243,ISP1,PHL,payee30,CHN,90,G
20160802 20:19,1018,MOBILE-APP,N,user62,164.78.67.239,ISP30,PCN,payee99,CHN,9000,G
20160802 20:19,1019,MOBILE-BROWSER,Y,user405,234.212.80.8,ISP6,POL,payee2,THA,4000,G
20160802 20:24,1020,WEB,Y,user788,13.51.110.60,ISP12,COL,payee5,TGO,80,G
20160802 20:27,1021,MOBILE-APP,N,user887,20.77.63.136,ISP5,USA,payee21,ZAF,3,G
20160802 20:27,1022,MOBILE-APP,N,user317,127.30.149.147,ISP18,GBR,payee5,YEM,7000,G
20160802 20:31,1023,MOBILE-APP,Y,user300,213.98.95.21,ISP3,NLD,payee27,USA,7000,F
20160802 20:32,1024,MOBILE-APP,N,user71,91.101.171.88,ISP29,CHN,payee91,USA,9,G
20160802 20:34,1025,WEB,N,user605,225.230.13.34,ISP11,NLD,payee89,WSM,7,G
20160802 20:37,1026,WEB,Y,user188,240.101.155.217,ISP17,GBR,payee52,WLF,30,F
20160802 20:40,1027,WEB,N,user654,80.191.164.130,ISP19,ARG,payee90,NGA,60000,G
20160802 20:40,1028,MOBILE-APP,N,user796,119.216.192.40,ISP1,ISL,payee23,VUT,800,G
20160802 20:41,1029,WEB,Y,user145,229.57.7.36,ISP27,ITA,payee6,CHN,50,G
20160802 20:49,1030,MOBILE-APP,Y,user61,134.186.188.62,ISP12,DEU,payee18,RUS,400,G
20160802 20:51,1031,WEB,Y,user215,159.219.192.208,ISP1,MAC,payee70,NGA,10,G
20160802 20:56,1032,MOBILE-APP,Y,user852,251.70.48.38,ISP9,NCL,payee41,USA,70,G
20160802 20:58,1033,MOBILE-BROWSER,Y,user91,179.239.154.194,ISP28,GBR,payee47,VCT,600,G
20160802 21:00,1034,MOBILE-APP,Y,user241,187.41.93.64,ISP30,GBR,payee46,VAT,70,G
20160802 21:01,1035,MOBILE-BROWSER,Y,user502,27.240.36.115,ISP8,GBR,payee17,UZB,80000,G
20160802 21:03,1036,WEB,Y,user65,103.219.137.201,ISP24,NGA,payee26,USA,300,G
20160802 21:04,1037,MOBILE-BROWSER,Y,user827,184.185.167.29,ISP22,GBR,payee60,URY,1000,G
20160802 21:14,1038,MOBILE-BROWSER,Y,user311,176.39.214.94,ISP21,GBR,payee2,CHN,5,G
20160802 21:15,1039,MOBILE-APP,Y,user682,150.108.117.229,ISP24,GBR,payee74,UGA,900,G
20160802 21:18,1040,MOBILE-APP,Y,user2,158.226.43.217,ISP7,GBR,payee63,TZA,10000,G
20160802 21:19,1041,MOBILE-APP,Y,user329,161.56.103.218,ISP14,OMN,payee94,TWN,5000,G
20160802 21:28,1042,MOBILE-BROWSER,Y,user17,72.198.121.101,ISP7,PAK,payee36,TUV,80000,G
20160802 21:29,1043,MOBILE-APP,Y,user889,232.224.191.151,ISP5,PLW,payee97,TUR,50000,G
20160802 21:30,1044,MOBILE-BROWSER,Y,user326,5.6.133.146,ISP15,PSE,payee77,TUN,4,G
20160802 21:32,1045,MOBILE-APP,Y,user597,154.247.228.243,ISP14,PAN,payee16,TTO,50,G
20160802 21:34,1046,WEB,Y,user425,37.89.248.244,ISP12,PNG,payee22,CHN,30,G
20160802 21:34,1047,MOBILE-APP,Y,user773,203.80.17.167,ISP16,PRY,payee17,CHN,100000,G
20160802 21:51,1048,MOBILE-BROWSER,Y,user236,238.190.102.42,ISP29,CHN,payee5,VUT,60000,F
20160802 21:52,1049,MOBILE-BROWSER,Y,user780,73.27.161.103,ISP13,PER,payee24,TKM,6000,G
20160802 21:53,1050,MOBILE-APP,Y,user775,113.26.220.19,ISP6,PHL,payee87,TKL,10,G
20160802 21:56,1051,MOBILE-APP,Y,user177,147.221.26.207,ISP28,PCN,payee71,USA,20,G
20160802 22:02,1052,MOBILE-APP,Y,user3,157.20.39.114,ISP6,NLD,payee25,CHN,30000,F
20160802 22:03,1053,MOBILE-BROWSER,Y,user226,5.212.163.68,ISP28,POL,payee44,USA,10,G
20160802 22:07,1054,WEB,Y,user125,223.21.171.158,ISP13,COL,payee39,USA,80,G
20160802 22:09,1055,MOBILE-APP,Y,user155,164.40.132.158,ISP20,USA,payee26,USA,9,G
20160802 22:10,1056,MOBILE-BROWSER,Y,user137,48.83.108.162,ISP25,GBR,payee2,YEM,1,G
20160802 22:13,1057,MOBILE-APP,Y,user102,189.77.179.172,ISP4,USA,payee62,NGA,60,F
20160802 22:14,1058,MOBILE-BROWSER,Y,user246,219.47.131.129,ISP9,CHN,payee67,XKX,100,G
20160802 22:16,1059,MOBILE-BROWSER,Y,user259,179.164.150.207,ISP14,NLD,payee50,WSM,6000,G
20160802 22:16,1060,MOBILE-BROWSER,Y,user448,226.126.124.219,ISP9,ARG,payee33,WLF,600,G
20160802 22:17,1061,MOBILE-APP,Y,user288,243.91.241.21,ISP21,ISL,payee27,NGA,3000,G
20160802 22:20,1062,WEB,Y,user438,192.68.171.224,ISP13,ITA,payee26,CHN,200,G
20160802 22:22,1063,WEB,Y,user8,156.208.142.112,ISP13,DEU,payee86,RUS,70000,G
20160802 22:24,1064,WEB,Y,user604,238.205.43.32,ISP8,MAC,payee85,NGA,700,G
20160802 22:24,1065,WEB,Y,user470,79.162.29.89,ISP25,USA,payee17,VEN,8,G
20160802 22:26,1066,WEB,Y,user253,63.50.92.215,ISP1,NZL,payee48,VCT,300,G
20160802 22:26,1067,MOBILE-APP,N,user238,190.30.227.5,ISP3,COL,payee56,RUS,60,F
20160802 22:28,1068,MOBILE-BROWSER,Y,user290,180.210.193.1,ISP24,NIC,payee20,VAT,6,G
20160802 22:29,1069,MOBILE-BROWSER,Y,user28,64.36.129.30,ISP7,NER,payee42,UZB,10,G
20160802 22:30,1070,MOBILE-BROWSER,Y,user323,147.176.126.20,ISP22,NGA,payee14,USA,20,G
20160802 22:33,1071,WEB,Y,user124,145.48.221.28,ISP4,NIU,payee54,URY,1000,G
20160802 22:39,1072,MOBILE-APP,N,user215,5.171.187.113,ISP5,PRK,payee75,UKR,600,G
20160802 22:43,1073,MOBILE-BROWSER,N,user61,127.237.2.176,ISP4,USA,payee45,USA,60,G
20160802 22:44,1074,MOBILE-APP,Y,user605,189.6.105.72,ISP12,NOR,payee26,TZA,100000,G
20160802 22:51,1075,MOBILE-BROWSER,N,user775,111.57.139.133,ISP27,OMN,payee2,CHN,60,G
20160802 22:52,1076,MOBILE-BROWSER,N,user177,242.234.24.240,ISP23,CHN,payee1,TUV,100,G
20160802 22:54,1077,MOBILE-BROWSER,N,user311,57.247.201.92,ISP16,PLW,payee95,CHN,90000,G
20160802 22:54,1078,WEB,Y,user780,56.144.50.194,ISP6,CHN,payee29,TUN,900,G
20160802 22:58,1079,MOBILE-APP,N,user60,193.152.79.50,ISP2,USA,payee20,NGA,500,F
20160802 23:07,1080,MOBILE-BROWSER,Y,user789,29.157.27.79,ISP16,PAN,payee96,USA,400,G
20160802 23:08,1081,WEB,Y,user317,234.179.110.89,ISP14,CHN,payee88,TON,200,G
20160802 23:12,1082,MOBILE-APP,Y,user246,186.181.55.186,ISP20,PRY,payee68,TLS,10,G
20160802 23:14,1083,WEB,N,user106,200.158.60.247,ISP2,DEU,payee2,VCT,3,F
20160802 23:17,1084,WEB,Y,user90,192.148.227.33,ISP29,CHN,payee25,TKM,10000,G
20160802 23:18,1085,MOBILE-APP,Y,user259,49.197.249.31,ISP2,PHL,payee55,TKL,20000,G
20160802 23:18,1086,MOBILE-BROWSER,Y,user62,30.252.235.128,ISP22,PCN,payee35,TJK,8,G
